channel_name,category,Sub-category,Customer Remarks,order_date_time,Issue_reported at,issue_responded,Survey_response_Date,Customer_City,Product_category,Item_price,connected_handling_time,Agent_name,Supervisor,Manager,Tenure Bucket,Agent Shift,CSAT Score,Response Time (mins)
Inbound,Returns,Technician Visit,Exicutive support is awesome ??,,2023-02-08 13:44:00,2023-02-08 13:45:00,2023-08-02,Unknown,Unknown,,,David Garcia,Sophia Sato,John Smith,>90,Split,5.0,1.0
Inbound,Returns,Fraudulent User,No Remarks,,2023-02-08 16:07:00,2023-02-08 16:09:00,2023-08-02,Unknown,Unknown,,,Michael Cooper,Ethan Nakamura,Emily Chen,0-30,Evening,5.0,2.0
Inbound,Returns,Fraudulent User,No Remarks,,2023-02-08 19:04:00,2023-02-08 19:43:00,2023-08-02,Unknown,Unknown,,,John Rivera,Zoe Yamamoto,John Smith,>90,Afternoon,5.0,39.0
Inbound,Returns,Reverse Pickup Enquiry,No Remarks,,2023-02-08 19:13:00,2023-02-08 23:14:00,2023-08-02,Unknown,Unknown,,,Jeffrey Ross,Isabella Wong,Emily Chen,>90,Afternoon,4.0,241.0
Inbound,Returns,Service Centres Related,No Remarks,2023-03-04 14:47:00,2023-02-08 11:39:00,2023-02-08 11:41:00,2023-08-02,SAHARANPUR,Electronics,999.0,,William Little MD,Evelyn Kimura,John Smith,0-30,Morning,5.0,2.0
Inbound,Returns,Reverse Pickup Enquiry,Very bad,2023-06-20 23:16:00,,2023-01-08 08:57:00,2023-08-01,BHAGALPUR,LifeStyle,1490.0,,Alan Sweeney,Madison Kim,Michael Lee,31-60,Evening,1.0,
Inbound,Cancellation,Not Needed,No Remarks,2023-07-24 15:06:00,2023-01-08 13:46:00,2023-01-08 13:49:00,2023-08-01,PALAMU,Books & General merchandise,331.0,,Robert Smith,Carter Park,Michael Lee,31-60,Morning,5.0,3.0
Inbound,Returns,Reverse Pickup Enquiry,No Remarks,,2023-01-08 13:36:00,2023-01-08 14:12:00,2023-08-01,Unknown,Unknown,,,Douglas Savage,Jackson Park,John Smith,>90,Morning,5.0,36.0
Inbound,Returns,Reverse Pickup Enquiry,No. Overall customer executive support are good ??,,2023-01-08 18:31:00,2023-01-08 18:35:00,2023-08-01,Unknown,Unknown,,,Jamie Burnett,Mia Patel,Olivia Tan,0-30,Morning,5.0,4.0
Inbound,Returns,Fraudulent User,No Remarks,,2023-01-08 20:23:00,2023-01-08 20:57:00,2023-08-01,Unknown,Unknown,,,Michael Dunlap,Charlotte Suzuki,Jennifer Nguyen,On Job Training,Evening,5.0,34.0
Inbound,Order Related,Installation/demo,I love you she resolved my issue ??,,2023-02-08 14:04:00,2023-02-08 14:06:00,2023-08-02,Unknown,Unknown,,,Jesse Miller,Emily Yamashita,John Smith,>90,Morning,5.0,2.0
Inbound,Order Related,Installation/demo,No Remarks,,2023-01-08 14:32:00,2023-01-08 14:38:00,2023-08-01,Unknown,Unknown,,,Luke Schultz,Austin Johnson,Michael Lee,0-30,Morning,5.0,6.0
Inbound,Order Related,Order status enquiry,No Remarks,,2023-01-08 20:37:00,2023-01-08 20:39:00,2023-08-01,Unknown,Unknown,,,Wendy Taylor,Madison Kim,Michael Lee,31-60,Evening,5.0,2.0
Inbound,Returns,Return request,No Remarks,,2023-01-08 22:25:00,2023-01-08 22:27:00,2023-08-01,Unknown,Unknown,,,Robert Lewis,Logan Lee,Emily Chen,61-90,Evening,5.0,2.0
Inbound,Order Related,Installation/demo,No Remarks,,2023-02-08 10:37:00,2023-02-08 14:31:00,2023-08-02,Unknown,Unknown,,,Timothy Huff,Aiden Patel,John Smith,>90,Morning,5.0,234.0
Inbound,Returns,Reverse Pickup Enquiry,Very good ,,2023-02-08 10:59:00,2023-02-08 11:02:00,2023-08-02,Unknown,Unknown,,,Kimberly Carter,Scarlett Chen,John Smith,0-30,Morning,5.0,3.0
Outcall,Order Related,Invoice request,No Remarks,,2023-02-08 18:00:00,2023-02-08 18:01:00,2023-08-02,Unknown,Unknown,,,Jennifer Webster,Evelyn Kimura,Jennifer Nguyen,On Job Training,Evening,5.0,1.0
Outcall,Returns,Fraudulent User,No Remarks,,2023-02-08 22:27:00,2023-02-08 22:28:00,2023-08-02,Unknown,Unknown,,,Robert Lara,Brayden Wong,John Smith,31-60,Evening,5.0,1.0
Inbound,Returns,Fraudulent User,No Remarks,2023-07-30 01:31:00,2023-01-08 10:57:00,2023-01-08 11:00:00,2023-08-01,VIJAYAWADA,Books & General merchandise,46.0,,Brandy Johnson,Noah Patel,Michael Lee,>90,Morning,5.0,3.0
Inbound,Returns,Reverse Pickup Enquiry,No Remarks,2023-07-23 13:10:00,2023-01-08 00:10:00,2023-01-08 01:06:00,2023-08-01,CHITRAKOOT,Electronics,949.0,,Sharon Stephenson,Jacob Sato,Emily Chen,0-30,Evening,1.0,56.0
Inbound,Order Related,Delayed,No Remarks,,2023-02-08 16:00:00,2023-02-08 16:02:00,2023-08-02,Unknown,Unknown,,,Nicholas Mata,Wyatt Kim,Michael Lee,61-90,Afternoon,5.0,2.0
Inbound,Payments related,Payment related Queries,No Remarks,,2023-02-08 20:36:00,2023-02-08 20:43:00,2023-08-02,Unknown,Unknown,,,Bradley Nelson,Brayden Wong,John Smith,>90,Evening,5.0,7.0
Inbound,Order Related,Order status enquiry,No Remarks,,2023-01-08 00:34:00,2023-01-08 00:36:00,2023-08-01,Unknown,Unknown,,,Veronica Martinez,William Park,John Smith,61-90,Evening,5.0,2.0
Inbound,Returns,Reverse Pickup Enquiry,No Remarks,,2023-01-08 22:06:00,2023-01-08 22:14:00,2023-08-01,Unknown,Unknown,,,Wendy Mitchell,Nathan Patel,Jennifer Nguyen,On Job Training,Evening,5.0,8.0
Inbound,Returns,Service Centres Related,Keep the nice work,,2023-02-08 13:47:00,2023-02-08 14:06:00,2023-08-02,Unknown,Unknown,,,Kevin Cook,Mia Patel,John Smith,>90,Morning,5.0,19.0
Inbound,Returns,Reverse Pickup Enquiry,No Remarks,,2023-01-08 11:34:00,2023-01-08 17:05:00,2023-08-01,Unknown,Unknown,,,Brian Wilson PhD,Emma Park,John Smith,31-60,Morning,3.0,331.0
Outcall,Returns,Return request,No Remarks,,2023-01-08 18:01:00,2023-01-08 22:01:00,2023-08-01,Unknown,Unknown,,,David Williamson,Carter Park,Jennifer Nguyen,On Job Training,Evening,4.0,240.0
Inbound,Shopzilla Related,General Enquiry,"i am very happy with the customer service who attended my call she very polite & professional \""appreciate\""",,2023-01-08 23:21:00,2023-01-08 23:28:00,2023-08-01,Unknown,Unknown,,,Nicole Hernandez,Noah Patel,Michael Lee,31-60,Night,5.0,7.0
Inbound,Returns,Service Centres Related,No Remarks,2022-11-24 21:25:00,,2023-01-08 12:35:00,2023-08-01,KOTA,Electronics,1399.0,,Nicole Patel,William Park,John Smith,31-60,Evening,5.0,
Outcall,Returns,Fraudulent User,5 out of 10 items missing ,,2023-02-08 07:06:00,2023-02-08 20:46:00,2023-08-02,Unknown,Unknown,,,Travis Gardner,Evelyn Kimura,John Smith,0-30,Morning,1.0,820.0
Inbound,Returns,Service Centres Related,easy to reach and avoid calling back,,2023-02-08 12:02:00,2023-02-08 12:34:00,2023-08-02,Unknown,Unknown,,,Robert Smith,Carter Park,Michael Lee,31-60,Morning,5.0,32.0
Outcall,Order Related,Installation/demo,No Remarks,,2023-02-08 19:48:00,2023-02-08 20:05:00,2023-08-02,Unknown,Unknown,,,Lisa Thompson DVM,Carter Park,Michael Lee,>90,Evening,5.0,17.0
Inbound,Returns,Reverse Pickup Enquiry,Call me Jo thi wo bohut acchi thi,,2023-02-08 22:55:00,2023-02-08 23:11:00,2023-08-02,Unknown,Unknown,,,Stacey Miller,Emma Park,John Smith,>90,Afternoon,5.0,16.0
Inbound,Returns,Damaged,No Remarks,2023-07-29 02:21:00,2023-01-08 19:39:00,2023-02-08 04:09:00,2023-08-02,BELDA,Books & General merchandise,92.0,,Ronnie Romero,Aiden Patel,John Smith,>90,Morning,5.0,43710.0
Outcall,Product Queries,Product Specific Information,No Remarks,,2023-01-08 12:53:00,2023-01-08 12:59:00,2023-08-01,Unknown,Unknown,,,Robert Miranda,Emma Park,John Smith,31-60,Morning,5.0,6.0
Inbound,Returns,Return request,No Remarks,,2023-01-08 17:24:00,2023-01-08 17:32:00,2023-08-01,Unknown,Unknown,,,Kathy Decker DVM,Amelia Tanaka,Michael Lee,31-60,Evening,5.0,8.0
Inbound,Returns,Return request,No Remarks,,2023-02-08 09:43:00,2023-02-08 09:44:00,2023-08-02,Unknown,Unknown,,,Kevin Cook,Mia Patel,John Smith,>90,Morning,4.0,1.0
Inbound,Returns,Reverse Pickup Enquiry,satisfaction satisfied with customer care excusitive..,,2023-02-08 20:33:00,2023-02-08 20:53:00,2023-08-02,Unknown,Unknown,,,Daniel Martinez,Ethan Tan,Michael Lee,31-60,Evening,5.0,20.0
Inbound,Returns,Reverse Pickup Enquiry,Slightly changes may be necessary.. Product shown different brand and another colour while ordered.. But  received wrong colour and wrong brand that need to slightly upgrade  checking on packaging.. Otherwise am happy with Shopzilla,,2023-01-08 18:40:00,2023-01-08 18:41:00,2023-08-01,Unknown,Unknown,,,Matthew Reynolds,Evelyn Kimura,Jennifer Nguyen,On Job Training,Evening,5.0,1.0
Inbound,Payments related,e-Gift Voucher,No Remarks,,2023-02-08 20:21:00,2023-02-08 20:22:00,2023-08-02,Unknown,Unknown,,,Katrina Summers,Layla Taniguchi,Emily Chen,>90,Morning,2.0,1.0
Inbound,Returns,Reverse Pickup Enquiry,Make refund or arrange the material delivery ,,2023-01-08 20:57:00,2023-01-08 21:03:00,2023-08-01,Unknown,Unknown,,,Robert Harris,Jackson Park,William Kim,On Job Training,Evening,1.0,6.0
Inbound,Returns,Return request,No Remarks,,2023-02-08 08:22:00,2023-02-08 08:26:00,2023-08-02,Unknown,Unknown,,,Shannon Hicks,Aiden Patel,Olivia Tan,>90,Morning,5.0,4.0
Inbound,Returns,Reverse Pickup Enquiry,No Remarks,,2023-02-08 10:45:00,2023-02-08 10:49:00,2023-08-02,Unknown,Unknown,,,John Jones,Aiden Patel,John Smith,>90,Morning,5.0,4.0
Inbound,Returns,Return request,No Remarks,,2023-02-08 17:29:00,2023-02-08 17:38:00,2023-08-02,Unknown,Unknown,,,Jacqueline Edwards,Carter Park,Michael Lee,31-60,Evening,5.0,9.0
Inbound,Product Queries,Product Specific Information,No Remarks,,2023-02-08 18:02:00,2023-02-08 20:52:00,2023-08-02,Unknown,Unknown,,,Debbie Gomez,Evelyn Kimura,Jennifer Nguyen,On Job Training,Evening,2.0,170.0
Inbound,Order Related,Delayed,No Remarks,,2023-02-08 21:34:00,2023-02-08 21:38:00,2023-08-02,Unknown,Unknown,,,Edwin Wilson,Ethan Tan,Michael Lee,>90,Evening,4.0,4.0
Inbound,Order Related,Delayed,No Remarks,2023-07-25 22:25:00,2023-01-08 21:35:00,2023-01-08 21:43:00,2023-08-01,HYDERABAD,LifeStyle,849.0,,Christina Lewis,Aiden Patel,John Smith,>90,Evening,5.0,8.0
Inbound,Returns,Reverse Pickup Enquiry,No Remarks,,2023-01-08 17:47:00,2023-01-08 17:56:00,2023-08-01,Unknown,Unknown,,,Lorraine Smith,Carter Park,Jennifer Nguyen,On Job Training,Evening,5.0,9.0
Inbound,Returns,Wrong,To provide images about issue,,2023-01-08 19:33:00,2023-01-08 19:40:00,2023-08-01,Unknown,Unknown,,,Troy Nguyen,Amelia Tanaka,Emily Chen,>90,Morning,5.0,7.0
Inbound,Product Queries,Product Specific Information,No Remarks,,2023-01-08 21:20:00,2023-01-08 21:22:00,2023-08-01,Unknown,Unknown,,,Richard Oconnor,Mia Yamamoto,Emily Chen,0-30,Evening,5.0,2.0
Inbound,Order Related,Installation/demo,Jadav parth,,2023-02-08 17:54:00,2023-02-08 18:01:00,2023-08-02,Unknown,Unknown,,,Wendy Church,Wyatt Kim,Michael Lee,31-60,Evening,2.0,7.0
Inbound,Order Related,Delayed,No Remarks,2023-07-24 11:52:00,2023-01-08 09:57:00,2023-02-08 10:48:00,2023-08-02,SURAT,Electronics,479.0,,Gregory Mills,Carter Park,Michael Lee,31-60,Morning,4.0,44691.0
Outcall,Returns,Return request,No Remarks,2023-07-17 19:19:00,2023-01-08 20:39:00,2023-01-08 20:42:00,2023-08-01,TINSUKIA,Electronics,675.0,,Matthew Lambert,Olivia Wang,Olivia Tan,>90,Afternoon,5.0,3.0
Inbound,Returns,Reverse Pickup Enquiry,No Remarks,,2023-01-08 18:08:00,2023-01-08 18:09:00,2023-08-01,Unknown,Unknown,,,Tommy Davies,Ava Wong,Olivia Tan,>90,Evening,5.0,1.0
Outcall,Payments related,Payment related Queries,No Remarks,,2023-01-08 22:33:00,2023-01-08 22:47:00,2023-08-01,Unknown,Unknown,,,Casey Page,Emily Yamashita,Michael Lee,>90,Morning,5.0,14.0
Email,Returns,Technician Visit,No Remarks,,2023-02-08 00:33:00,2023-02-08 19:26:00,2023-08-02,Unknown,Unknown,,,Donna Miller,Logan Lee,Emily Chen,61-90,Evening,1.0,1133.0
Inbound,Offers & Cashback,Instant discount,No Remarks,,2023-02-08 11:57:00,2023-02-08 12:08:00,2023-08-02,Unknown,Unknown,,,John Buchanan,Noah Patel,Emily Chen,>90,Split,4.0,11.0
Outcall,Shopzilla Related,General Enquiry,No Remarks,,2023-02-08 11:08:00,2023-02-08 13:24:00,2023-08-02,Unknown,Unknown,,,Melissa Castillo,Elijah Yamaguchi,Michael Lee,>90,Night,4.0,136.0
Outcall,Returns,Reverse Pickup Enquiry,First Good Service Provide Customer Don't Say lie ,2023-05-30 10:10:00,2023-02-08 08:41:00,2023-02-08 10:12:00,2023-08-02,KOLKATA,Electronics,2199.0,,Michelle Curry,Scarlett Chen,John Smith,0-30,Morning,1.0,91.0
Inbound,Refund Related,Refund Enquiry,No Remarks,2023-07-17 11:20:00,,2023-01-08 19:11:00,2023-08-01,AURANGABAD,Electronics,599.0,,Sharon Stephenson,Jacob Sato,Emily Chen,0-30,Evening,5.0,
Outcall,Product Queries,Product Specific Information,I am associated with Shopzilla from 3 months my experience is good product related and customer care deliver on time solve any issue and Shopzilla employees give good effort for customer and Shopzilla good communication with her customer??,,2023-01-08 00:49:00,2023-01-08 00:52:00,2023-08-01,Unknown,Unknown,,,Joshua Webb,Brayden Wong,John Smith,>90,Evening,5.0,3.0
Outcall,Order Related,Order status enquiry,No Remarks,,2023-01-08 00:55:00,2023-01-08 00:55:00,2023-08-01,Unknown,Unknown,,,Sarah Thomas,Logan Lee,Emily Chen,61-90,Evening,5.0,0.0
Inbound,Order Related,Invoice request,No Remarks,,2023-01-08 21:37:00,2023-01-08 21:39:00,2023-08-01,Unknown,Unknown,,,Laurie Wilson,Nathan Patel,Michael Lee,>90,Night,5.0,2.0
Email,Order Related,Delayed,No Remarks,2023-07-28 21:22:00,2023-01-08 19:49:00,2023-01-08 19:54:00,2023-08-01,MEERUT,Mobile,10999.0,,Christine Myers,Olivia Wang,Emily Chen,31-60,Evening,5.0,5.0
Inbound,Refund Related,Refund Related Issues,No Remarks,2023-07-14 11:02:00,2023-02-08 21:23:00,2023-02-08 21:23:00,2023-08-02,RATIA,Mobile,10499.0,,Zachary Ford,Ava Wong,William Kim,On Job Training,Evening,5.0,0.0
Inbound,Product Queries,Product Specific Information,No option to get payment proof or payment receipt from the   and Website.,,2023-01-08 09:06:00,2023-01-08 10:18:00,2023-08-01,Unknown,Unknown,,,Mrs. Sandra Johnson,Evelyn Kimura,John Smith,0-30,Morning,1.0,72.0
Inbound,Shopzilla Related,General Enquiry,...    ,,2023-01-08 12:19:00,2023-01-08 12:20:00,2023-08-01,Unknown,Unknown,,,Frederick Cook,Scarlett Chen,John Smith,0-30,Morning,4.0,1.0
Inbound,Order Related,Invoice request,No Remarks,,2023-01-08 18:36:00,2023-01-08 18:39:00,2023-08-01,Unknown,Unknown,,,Amy Gonzalez,Logan Lee,Emily Chen,61-90,Evening,1.0,3.0
Outcall,Order Related,Installation/demo,No Remarks,,2023-02-08 10:15:00,2023-02-08 10:18:00,2023-08-02,Unknown,Unknown,,,Virginia Diaz,Evelyn Kimura,John Smith,0-30,Morning,1.0,3.0
Inbound,Cancellation,Not Needed,No Remarks,,2023-01-08 14:07:00,2023-01-08 14:10:00,2023-08-01,Unknown,Unknown,,,Brett Smith,Dylan Kim,Michael Lee,>90,Morning,4.0,3.0
Inbound,Returns,Return request,No Remarks,,2023-01-08 16:27:00,2023-01-08 16:29:00,2023-08-01,Unknown,Unknown,,,Anita Harris,Ethan Nakamura,Emily Chen,0-30,Evening,5.0,2.0
Inbound,Shopzilla Related,General Enquiry,No Remarks,,2023-01-08 17:23:00,2023-01-08 17:24:00,2023-08-01,Unknown,Unknown,,,Bradley Nelson,Brayden Wong,John Smith,>90,Evening,5.0,1.0
Inbound,Order Related,Delayed,Nice ,,2023-02-08 19:12:00,2023-02-08 19:16:00,2023-08-02,Unknown,Unknown,,,Stanley Hogan,Harper Wong,Emily Chen,>90,Split,5.0,4.0
Outcall,Returns,Fraudulent User,No Remarks,,2023-01-08 23:01:00,2023-02-08 09:52:00,2023-08-02,Unknown,Unknown,,,Alisha Campos,Jacob Sato,Emily Chen,0-30,Evening,5.0,43851.0
Inbound,Returns,Reverse Pickup Enquiry,No Remarks,,2023-01-08 23:10:00,2023-01-08 23:12:00,2023-08-01,Unknown,Unknown,,,Kenneth Lara,Madison Kim,Michael Lee,31-60,Evening,5.0,2.0
Inbound,Cancellation,Not Needed,No Remarks,,2023-02-08 17:23:00,2023-02-08 18:45:00,2023-08-02,Unknown,Unknown,,,Ashley Edwards,Ethan Tan,Michael Lee,>90,Evening,5.0,82.0
Inbound,Returns,Return request,No Remarks,,2023-02-08 16:22:00,2023-02-08 16:50:00,2023-08-02,Unknown,Unknown,,,Kelsey Garcia,Mia Yamamoto,Emily Chen,>90,Evening,5.0,28.0
Inbound,Order Related,Order status enquiry,Particular product maximum quantity billing delivery now need free,,2023-01-08 12:00:00,2023-01-08 12:02:00,2023-08-01,Unknown,Unknown,,,Joshua Mccarthy,Olivia Suzuki,John Smith,31-60,Morning,5.0,2.0
Inbound,Product Queries,Product Specific Information,No Remarks,,2023-01-08 20:03:00,2023-01-08 20:05:00,2023-08-01,Unknown,Unknown,,,Ashley Edwards,Ethan Tan,Michael Lee,>90,Evening,5.0,2.0
Inbound,Order Related,Order status enquiry,Thank you ,,2023-02-08 20:35:00,2023-02-08 20:37:00,2023-08-02,Unknown,Unknown,,,Jaime Henderson,Evelyn Kimura,Jennifer Nguyen,On Job Training,Evening,5.0,2.0
Inbound,Returns,Reverse Pickup Enquiry,No Remarks,,2023-01-08 20:00:00,2023-01-08 20:03:00,2023-08-01,Unknown,Unknown,,,Adam Torres,Ethan Tan,Michael Lee,31-60,Evening,5.0,3.0
Inbound,Order Related,Delayed,Note good ,,2023-02-08 09:54:00,2023-02-08 09:57:00,2023-08-02,Unknown,Unknown,,,Jessica Nixon,Harper Wong,Emily Chen,>90,Split,1.0,3.0
Outcall,Returns,Reverse Pickup Enquiry,No Remarks,,2023-02-08 14:05:00,2023-02-08 14:20:00,2023-08-02,Unknown,Unknown,,,Devon Daniel,Olivia Wang,Olivia Tan,0-30,Afternoon,1.0,15.0
Inbound,Order Related,Delayed,No Remarks,,2023-02-08 14:49:00,2023-02-08 14:50:00,2023-08-02,Unknown,Unknown,,,Russell Lee,Scarlett Chen,John Smith,>90,Morning,5.0,1.0
Inbound,Order Related,Order status enquiry,No Remarks,,2023-01-08 11:14:00,2023-01-08 11:42:00,2023-08-01,Unknown,Unknown,,,Mark Wilson,Scarlett Chen,John Smith,0-30,Morning,5.0,28.0
Inbound,Returns,Reverse Pickup Enquiry,No Remarks,,2023-01-08 23:16:00,2023-01-08 23:19:00,2023-08-01,Unknown,Unknown,,,Kathy Decker DVM,Amelia Tanaka,Michael Lee,31-60,Evening,5.0,3.0
Inbound,Returns,Exchange / Replacement,No Remarks,,2023-01-08 09:59:00,2023-01-08 09:59:00,2023-08-01,Unknown,Unknown,,,James Abbott,Mason Gupta,Jennifer Nguyen,On Job Training,Morning,1.0,0.0
Inbound,Order Related,Order status enquiry,No Remarks,,2023-01-08 11:23:00,2023-01-08 11:24:00,2023-08-01,Unknown,Unknown,,,John Nelson,Layla Taniguchi,Emily Chen,>90,Morning,5.0,1.0
Inbound,Returns,Technician Visit,No Remarks,,2023-02-08 17:28:00,2023-02-08 18:06:00,2023-08-02,Unknown,Unknown,,,Jaime Henderson,Evelyn Kimura,Jennifer Nguyen,On Job Training,Evening,1.0,38.0
Inbound,Returns,Reverse Pickup Enquiry,Best sarvice.,,2023-01-08 06:51:00,2023-01-08 06:52:00,2023-08-01,Unknown,Unknown,,,Brian Barrera,Carter Park,Michael Lee,31-60,Morning,5.0,1.0
Inbound,Product Queries,Product Specific Information,No Remarks,,2023-01-08 14:01:00,2023-01-08 14:02:00,2023-08-01,Unknown,Unknown,,,Jennifer Duke,Mia Patel,John Smith,31-60,Morning,3.0,1.0
Inbound,Returns,Reverse Pickup Enquiry,No Remarks,,2023-02-08 16:28:00,2023-02-08 16:35:00,2023-08-02,Unknown,Unknown,,,Stephanie Thompson,Emma Park,John Smith,31-60,Morning,3.0,7.0
Inbound,Returns,Service Centres Related,No Remarks,2023-06-21 13:00:00,2023-02-08 17:17:00,2023-02-08 17:18:00,2023-08-02,RUDRAPUR,Electronics,1199.0,,Kristin Campbell,Ethan Tan,Michael Lee,>90,Evening,5.0,1.0
Inbound,Returns,Return request,No Remarks,2023-07-20 13:13:00,2023-02-08 15:16:00,2023-02-08 16:24:00,2023-08-02,SANGAREDDY,Electronics,22999.0,,John Thompson,Mia Patel,John Smith,>90,Morning,1.0,68.0
Outcall,Payments related,Payment related Queries,No Remarks,,2023-01-08 10:11:00,2023-01-08 10:14:00,2023-08-01,Unknown,Unknown,,,Steve Washington,Emma Park,John Smith,>90,Morning,5.0,3.0
Inbound,Order Related,General Enquiry,Very Nice ,,2023-02-08 13:43:00,2023-02-08 13:47:00,2023-08-02,Unknown,Unknown,,,Tina Harrington,Carter Park,Michael Lee,>90,Morning,5.0,4.0
Inbound,Returns,Reverse Pickup Enquiry,No Remarks,,2023-01-08 13:19:00,2023-01-08 15:32:00,2023-08-01,Unknown,Unknown,,,Samuel Ramos,Nathan Patel,Michael Lee,>90,Split,5.0,133.0
Inbound,Returns,Return request,No Remarks,,2023-01-08 19:56:00,2023-01-08 20:37:00,2023-08-01,Unknown,Unknown,,,Paul Mack,Emma Park,John Smith,61-90,Afternoon,5.0,41.0
Inbound,Order Related,Customer Requested Modifications,No Remarks,,2023-01-08 22:24:00,2023-01-08 22:27:00,2023-08-01,Unknown,Unknown,,,Scott Sanchez,Ethan Nakamura,Emily Chen,0-30,Evening,5.0,3.0
Inbound,Payments related,Online Payment Issues,No Remarks,,2023-01-08 11:35:00,2023-01-08 11:37:00,2023-08-01,Unknown,Unknown,,,Jamie Smith,Scarlett Chen,John Smith,0-30,Morning,1.0,2.0
Inbound,Order Related,Order status enquiry,Super,2023-07-30 18:40:00,2023-01-08 11:50:00,2023-01-08 11:55:00,2023-08-01,MUMBAI,Mobile,28999.0,,Ian Hall,Jackson Park,William Kim,On Job Training,Morning,5.0,5.0
Inbound,Returns,Fraudulent User,No Remarks,,2023-02-08 10:07:00,2023-02-08 13:52:00,2023-08-02,Unknown,Unknown,,,Christine Castro,Zoe Yamamoto,John Smith,>90,Morning,5.0,225.0
Inbound,Feedback,UnProfessional Behaviour,No Remarks,,2023-02-08 22:06:00,2023-02-08 23:22:00,2023-08-02,Unknown,Unknown,,,Andrea Beck,Evelyn Kimura,Jennifer Nguyen,On Job Training,Evening,3.0,76.0
Outcall,Shopzilla Related,General Enquiry,No Remarks,,2023-02-08 11:44:00,2023-02-08 11:54:00,2023-08-02,Unknown,Unknown,,,Sarah Murray,Zoe Yamamoto,John Smith,>90,Morning,5.0,10.0
Inbound,Product Queries,Product Specific Information,No Remarks,,2023-02-08 12:45:00,2023-02-08 17:33:00,2023-08-02,Unknown,Unknown,,,James Mcgee,Madison Kim,John Smith,>90,Morning,5.0,288.0
Inbound,Returns,Fraudulent User,No Remarks,,2023-02-08 14:14:00,2023-02-08 14:16:00,2023-08-02,Unknown,Unknown,,,Sara Moreno,Mason Gupta,Jennifer Nguyen,On Job Training,Morning,5.0,2.0
Inbound,Order Related,Order status enquiry,Rajesh ,2023-07-26 05:15:00,2023-01-08 13:55:00,2023-01-08 14:04:00,2023-08-01,BURHANPUR,Electronics,1103.0,,Thomas Lewis,Aiden Patel,John Smith,31-60,Morning,5.0,9.0
Inbound,Returns,Return request,No Remarks,2023-07-19 11:08:00,,2023-01-08 09:36:00,2023-08-01,BANGALORE,Furniture,1236.0,,Bruce Banks,Zoe Yamamoto,William Kim,On Job Training,Morning,5.0,
Inbound,Returns,Wrong,No Remarks,2023-07-13 20:36:00,2023-01-08 08:45:00,2023-01-08 08:47:00,2023-08-01,MADHUBANI,Electronics,599.0,,David Meza MD,Olivia Suzuki,John Smith,31-60,Morning,5.0,2.0
Inbound,Returns,Return request,Ok,,2023-01-08 11:59:00,2023-01-08 12:08:00,2023-08-01,Unknown,Unknown,,,David Smith,Nathan Patel,John Smith,>90,Split,5.0,9.0
Inbound,Returns,Reverse Pickup Enquiry,No Remarks,,2023-01-08 13:39:00,2023-01-08 13:40:00,2023-08-01,Unknown,Unknown,,,Elizabeth Lara,Dylan Kim,Michael Lee,>90,Morning,4.0,1.0
Inbound,Order Related,Order status enquiry,No Remarks,,2023-01-08 18:39:00,2023-01-08 20:02:00,2023-08-01,Unknown,Unknown,,,Stacy Washington,Emily Yamashita,Michael Lee,>90,Morning,5.0,83.0
Inbound,Order Related,Installation/demo,No Remarks,,2023-01-08 22:14:00,2023-01-08 22:28:00,2023-08-01,Unknown,Unknown,,,Deborah Smith,Elijah Yamaguchi,Emily Chen,61-90,Split,5.0,14.0
Email,Refund Related,Refund Enquiry,No Remarks,,2023-02-08 11:54:00,2023-02-08 12:00:00,2023-08-02,Unknown,Unknown,,,Samuel Spencer,Zoe Yamamoto,John Smith,>90,Afternoon,5.0,6.0
Inbound,Returns,Reverse Pickup Enquiry,No Remarks,,2023-02-08 22:17:00,2023-02-08 22:19:00,2023-08-02,Unknown,Unknown,,,Cynthia Sheppard,Olivia Wang,Emily Chen,31-60,Evening,5.0,2.0
Inbound,Returns,Return request,No Remarks,,2023-02-08 22:41:00,2023-02-08 22:43:00,2023-08-02,Unknown,Unknown,,,Carolyn Roberts,Isabella Wong,Emily Chen,>90,Evening,5.0,2.0
Inbound,Returns,Reverse Pickup Enquiry,No Remarks,2023-07-18 13:03:00,2023-02-08 00:08:00,2023-02-08 00:13:00,2023-08-02,CHENNAI,Home,2210.0,,Anthony Cook,Noah Patel,Michael Lee,31-60,Night,5.0,5.0
Inbound,Order Related,Installation/demo,No Remarks,2023-07-28 07:38:00,2023-01-08 10:30:00,2023-01-08 11:59:00,2023-08-01,BEGUSARAI,Home Appliences,13490.0,,Taylor Harvey,Emily Yamashita,John Smith,>90,Morning,1.0,89.0
Outcall,Returns,Return request,No Remarks,,2023-01-08 17:43:00,2023-01-08 18:03:00,2023-08-01,Unknown,Unknown,,,Jasmine Maxwell,Olivia Wang,Olivia Tan,>90,Morning,5.0,20.0
Outcall,Order Related,Installation/demo,M,,2023-01-08 17:40:00,2023-01-08 17:44:00,2023-08-01,Unknown,Unknown,,,Megan Henderson,Logan Lee,Emily Chen,61-90,Evening,1.0,4.0
Inbound,Returns,Wrong,No Remarks,,2023-02-08 09:31:00,2023-02-08 09:32:00,2023-08-02,Unknown,Unknown,,,Brett Smith,Dylan Kim,Michael Lee,>90,Morning,5.0,1.0
